date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-17,8.01,8.09,7.67,7.62,160727.62,-0.35,-4.36,8.174,8.329,8.441,139671.97,145847.84,119112.33,1.34
2017-11-16,8.2,8.29,8.04,8.0,137655.8,-0.2,-2.43,8.314,8.377,8.494,128753.03,139993.93,115441.1,1.15
2017-11-15,8.37,8.4,8.24,8.23,110445.48,-0.22,-2.6,8.416,8.408,8.519,140081.16,134062.57,116447.88,0.92
2017-11-14,8.45,8.64,8.46,8.41,165924.97,0.0,0.0,8.47,8.418,8.549,142088.11,130866.15,116606.2,1.38
2017-11-13,8.3,8.48,8.46,8.26,123605.99,0.09,1.07,8.484,8.412,8.582,146550.32,121092.29,111727.91,1.03
2017-11-10,8.51,8.51,8.37,8.36,106132.91,-0.19,-2.22,8.484,8.398,8.623,152023.72,120966.0,111665.51,0.88
2017-11-09,8.56,8.79,8.55,8.45,194296.45,0.04,0.47,8.44,8.434,8.671,151234.83,122991.42,112193.35,1.62
2017-11-08,8.45,8.57,8.51,8.41,120480.21,-0.02,-0.23,8.4,8.478,8.706,128043.98,118013.6,110562.11,1.0
2017-11-07,8.45,8.64,8.53,8.35,188236.06,0.07,0.83,8.366,8.505,8.744,119644.19,112889.36,108648.05,1.57
2017-11-06,8.16,8.47,8.46,8.04,150972.95,0.31,3.8,8.34,8.524,8.782,95634.25,100985.46,106819.43,1.26
2017-11-03,8.33,8.38,8.15,8.04,102188.46,-0.2,-2.4,8.312,8.553,8.832,89908.28,92376.81,104489.78,0.85
2017-11-02,8.41,8.47,8.35,8.33,78342.21,0.01,0.12,8.428,8.611,8.898,94748.0,90888.28,103298.55,0.65
2017-11-01,8.47,8.47,8.34,8.3,78481.26,-0.06,-0.71,8.556,8.63,8.951,107983.22,98833.2,105347.76,0.65
2017-10-31,8.31,8.45,8.4,8.27,68186.38,0.08,0.96,8.644,8.68,9.016,106134.52,102346.25,108033.47,0.57
2017-10-30,8.7,8.7,8.32,8.27,122343.09,-0.41,-4.7,8.708,8.752,9.077,106336.66,102363.53,110128.04,1.02
2017-10-27,8.9,8.94,8.73,8.65,126387.08,-0.26,-2.89,8.794,8.848,9.131,94845.35,102365.01,108604.34,1.05
2017-10-26,8.78,9.01,8.99,8.76,144518.3,0.21,2.39,8.794,8.908,9.17,87028.55,101395.29,110136.34,1.2
2017-10-25,8.74,8.82,8.78,8.7,69237.77,0.06,0.69,8.704,8.933,9.197,89683.17,103110.61,113208.69,0.58
2017-10-24,8.72,8.82,8.72,8.61,69197.08,-0.03,-0.34,8.716,8.983,9.252,98557.97,104406.74,120226.39,0.58
2017-10-23,8.68,8.79,8.75,8.64,64886.51,0.02,0.23,8.796,9.039,9.304,98390.39,112653.4,127052.13,0.54
2017-10-20,8.53,8.74,8.73,8.51,87303.08,0.19,2.23,8.902,9.111,9.356,109884.68,116602.75,144248.59,0.73
2017-10-19,8.81,8.81,8.54,8.5,157791.41,-0.3,-3.39,9.022,9.184,9.42,115762.03,115708.83,160520.29,1.31
2017-10-18,9.11,9.18,8.84,8.81,113611.77,-0.28,-3.07,9.162,9.272,9.531,116538.06,111862.33,170315.72,0.95
2017-10-17,9.1,9.24,9.12,9.08,68359.2,-0.16,-1.72,9.25,9.352,9.637,110255.52,113720.69,192613.85,0.57
2017-10-16,9.36,9.39,9.28,9.08,122357.94,-0.05,-0.54,9.282,9.401,9.703,126916.4,117892.55,209102.76,1.02
2017-10-13,9.23,9.38,9.33,9.21,116689.83,0.09,0.97,9.32,9.413,9.763,123320.81,114843.67,215881.31,0.97
2017-10-12,9.29,9.31,9.24,8.99,161671.55,-0.04,-0.43,9.346,9.431,9.812,115655.64,118877.39,220375.16,1.35
2017-10-11,9.29,9.35,9.28,9.22,82199.07,0.0,0.0,9.382,9.461,9.865,107186.61,123306.77,224672.72,0.68
2017-10-10,9.42,9.47,9.28,9.2,151663.62,-0.19,-2.01,9.454,9.52,9.93,117185.85,136046.04,231925.55,1.26
