date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-17,4.53,4.54,4.32,4.31,65721.92,-0.22,-4.85,4.492,4.53,4.648,40581.6,40945.28,41828.61,0.69
2017-11-16,4.56,4.57,4.54,4.5,18538.27,0.01,0.22,4.556,4.552,4.67,33684.06,39939.44,39917.97,0.19
2017-11-15,4.49,4.57,4.53,4.49,37489.51,0.02,0.44,4.568,4.562,4.679,37363.92,41794.0,41855.73,0.39
2017-11-14,4.55,4.59,4.52,4.49,41231.3,-0.03,-0.66,4.576,4.581,4.692,38358.88,41433.6,41757.42,0.43
2017-11-13,4.63,4.66,4.55,4.55,39927.0,-0.09,-1.94,4.578,4.601,4.708,36648.79,40225.07,41143.04,0.42
2017-11-10,4.62,4.67,4.64,4.59,31234.2,0.04,0.87,4.568,4.617,4.722,41308.96,41314.95,41427.54,0.33
2017-11-09,4.6,4.65,4.6,4.55,36937.61,0.03,0.66,4.548,4.638,4.736,46194.82,43249.34,41337.05,0.39
2017-11-08,4.52,4.62,4.57,4.51,42464.3,0.04,0.88,4.556,4.662,4.753,46224.07,45908.31,40989.89,0.44
2017-11-07,4.5,4.55,4.53,4.48,32680.82,0.03,0.67,4.586,4.696,4.772,44508.31,45008.99,40750.96,0.34
2017-11-06,4.56,4.56,4.5,4.45,63227.86,-0.04,-0.88,4.624,4.729,4.794,43801.35,44314.47,40803.1,0.66
2017-11-03,4.64,4.64,4.54,4.43,55663.52,-0.1,-2.15,4.666,4.766,4.815,41320.95,42711.95,39657.0,0.58
2017-11-02,4.71,4.71,4.64,4.62,37083.85,-0.08,-1.7,4.728,4.788,4.832,40303.85,39896.51,38172.81,0.39
2017-11-01,4.71,4.76,4.72,4.7,33885.5,0.0,0.0,4.768,4.796,4.84,45592.55,41917.45,37899.69,0.35
2017-10-31,4.69,4.8,4.72,4.69,29146.0,0.01,0.21,4.806,4.802,4.845,45509.68,42081.24,37266.43,0.3
2017-10-30,4.84,4.86,4.71,4.66,50825.86,-0.14,-2.89,4.834,4.814,4.848,44827.6,42061.02,37538.9,0.53
2017-10-27,4.84,4.91,4.85,4.8,50578.06,0.01,0.21,4.866,4.827,4.85,44102.95,41540.13,37809.62,0.53
2017-10-26,4.93,4.93,4.84,4.81,63527.32,-0.07,-1.43,4.848,4.834,4.852,39489.17,39424.77,37116.95,0.66
2017-10-25,4.86,4.92,4.91,4.86,33471.15,0.05,1.03,4.824,4.843,4.855,38242.36,36071.47,35727.5,0.35
