date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-17,34.89,34.89,34.89,34.89,174.0,3.17,9.99,29.102,27.863,27.863,63.92,73.11,73.11,0.07
2017-11-16,31.72,31.72,31.72,31.72,62.54,2.88,9.99,26.458,26.458,26.458,52.93,52.93,52.93,0.03
2017-11-15,28.84,28.84,28.84,28.84,51.2,2.62,9.99,25.143,25.143,25.143,50.53,50.53,50.53,0.02
2017-11-14,26.22,26.22,26.22,26.22,12.08,2.38,9.98,23.91,23.91,23.91,50.31,50.31,50.31,0.0
2017-11-13,23.84,23.84,23.84,23.84,19.77,2.17,10.01,22.755,22.755,22.755,69.43,69.43,69.43,0.01
2017-11-10,18.06,21.67,21.67,18.06,119.08,6.62,43.99,21.67,21.67,21.67,119.08,119.08,119.08,0.05
