date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-17,26.2,26.2,23.84,23.66,54584.58,-2.37,-9.04,26.69,28.008,29.072,52995.37,63600.93,81533.82,11.14
2017-11-16,27.03,27.41,26.2,26.01,43778.98,-0.97,-3.57,27.822,28.513,29.688,52638.33,63313.93,89428.91,8.93
2017-11-15,27.16,27.19,27.18,26.7,42585.32,-0.16,-0.58,28.53,28.804,30.288,59556.65,66906.41,99046.72,8.69
2017-11-14,28.55,28.7,27.34,27.17,79833.68,-1.54,-5.33,29.082,28.946,30.773,75321.02,69119.94,109550.39,16.29
2017-11-13,29.7,29.77,28.89,28.8,44194.29,-0.63,-2.13,29.316,29.046,31.403,73408.91,67158.98,120653.14,9.02
2017-11-10,29.51,29.97,29.5,29.38,52799.39,-0.25,-0.84,29.326,28.93,31.773,74206.48,72226.86,119067.17,10.78
2017-11-09,29.5,30.18,29.74,29.15,78370.55,-0.2,-0.67,29.204,29.012,31.948,73989.52,75737.84,116873.26,15.99
2017-11-08,28.52,30.36,29.94,28.33,121407.19,1.43,5.02,29.078,29.194,31.961,74256.17,81527.06,113034.67,24.78
2017-11-07,28.6,28.97,28.51,27.68,70273.11,-0.43,-1.49,28.81,29.343,31.828,62918.86,79999.78,106997.53,14.34
2017-11-06,29.4,29.55,28.94,28.66,48182.18,0.05,0.17,28.776,29.607,31.641,60909.05,87892.95,103498.53,9.83
2017-11-03,28.78,29.5,28.89,28.58,51714.58,-0.22,-0.76,28.534,30.135,31.322,70247.24,99466.71,101092.97,10.55
2017-11-02,28.5,29.49,29.11,28.03,79703.77,0.51,1.78,28.82,30.862,30.902,77486.16,115543.9,98514.43,16.27
2017-11-01,28.12,29.19,28.6,28.12,64720.65,0.26,0.92,29.31,31.771,30.378,88797.95,131187.04,94534.41,13.21
2017-10-31,27.87,28.5,28.34,27.62,60224.07,0.61,2.2,29.876,32.6,30.471,97080.71,149980.85,96103.55,12.29
2017-10-30,29.97,29.97,27.73,27.52,94873.13,-2.59,-8.54,30.438,33.759,30.589,114876.86,174147.29,98096.86,19.36
2017-10-27,31.03,31.49,30.32,30.27,87909.19,-1.24,-3.93,31.736,34.616,30.758,128686.18,165907.48,98286.49,17.94
2017-10-26,31.0,31.95,31.56,29.91,136262.69,0.13,0.41,32.904,34.884,30.785,153601.63,158008.68,98935.07,27.81
2017-10-25,31.68,32.44,31.43,31.09,106134.45,0.28,0.9,34.232,34.728,30.733,173576.14,144542.28,96446.56,21.66
2017-10-24,33.91,34.18,31.15,30.83,149204.83,-3.07,-8.97,35.324,34.312,30.684,202880.99,133995.28,95754.57,30.45
2017-10-23,34.97,35.65,34.22,33.6,163919.75,-1.94,-5.37,37.08,33.676,30.648,233417.73,119104.1,91643.01,33.45
2017-10-20,37.62,39.72,36.16,35.8,212486.45,-2.04,-5.34,37.496,32.508,30.35,203128.77,102719.23,85619.95,43.36
2017-10-19,35.15,39.64,38.2,35.01,236135.2,1.31,3.55,36.864,30.941,29.822,162415.72,81484.97,74086.63,48.19
2017-10-18,37.3,38.97,36.89,35.97,252658.7,-3.04,-7.61,35.224,28.984,28.984,115508.43,57881.77,57881.77,51.56
2017-10-17,36.89,39.93,39.93,35.98,301888.53,3.63,10.0,33.3,28.106,28.106,65109.58,36239.89,36239.89,61.61
2017-10-16,36.3,36.3,36.3,36.3,12474.99,3.3,10.0,30.272,26.628,26.628,4790.48,3033.81,3033.81,2.55
2017-10-13,33.0,33.0,33.0,33.0,8921.17,3.0,10.0,27.52,25.246,25.246,2309.68,1685.07,1685.07,1.82
2017-10-12,30.0,30.0,30.0,30.0,1598.74,2.73,10.01,25.018,23.953,23.953,554.21,479.06,479.06,0.33
2017-10-11,27.27,27.27,27.27,27.27,664.49,2.48,10.0,22.744,22.744,22.744,255.12,255.12,255.12,0.14
2017-10-10,24.79,24.79,24.79,24.79,293.0,2.25,9.98,21.613,21.613,21.613,152.78,152.78,152.78,0.06
2017-10-09,22.54,22.54,22.54,22.54,71.0,2.05,10.01,20.553,20.553,20.553,106.03,106.03,106.03,0.01
2017-09-29,20.49,20.49,20.49,20.49,143.83,1.86,9.98,19.56,19.56,19.56,123.55,123.55,123.55,0.03
2017-09-28,15.53,18.63,18.63,15.53,103.27,5.69,43.97,18.63,18.63,18.63,103.27,103.27,103.27,0.02
